HGNC_ID	Gene	Ensemble_ID	Entrez_ID	Inheritance	Phenotype(s)	OMIM_ID	Panel(s)
HGNC:11634	TCF4	ENSG00000196628	6925	AD	DEE	602272	"AusPanelApp, Fulgent, GeneDx, Invitae, BluePrint"
HGNC:19297	TNK2	ENSG00000061938	10188	AR	DEE	606994	Fulgent
HGNC:11969	TNRC6A	ENSG00000090905	27327	AD	PME	610739	NA
HGNC:2073	TPP1	ENSG00000166340	1200	AR	PME	607998	"AusPanelApp, ClinGen, Fulgent, GeneDx, Invitae, BluePrint"
HGNC:19943	TRAPPC4	ENSG00000196655	51399	AR	DEE	610971	AusPanelApp
HGNC:17992	TRPM3	ENSG00000083067	80036	AD	DEE	608961	AusPanelApp
HGNC:12362	TSC1	ENSG00000165699	7248	AD	"Focal, MCD"	605284	"AusPanelApp, Fulgent, GeneDx, Invitae, BluePrint"
HGNC:12363	TSC2	ENSG00000103197	7249	AD	"Focal, MCD"	191092	"AusPanelApp, Fulgent, GeneDx, Invitae, BluePrint"
HGNC:20766	TUBA1A	ENSG00000167552	7846	AD	MCD	602529	"AusPanelApp, Fulgent, BluePrint"
HGNC:12412	TUBB2A	ENSG00000137267	7280	AD	"DEE, MCD"	615101	"AusPanelApp, Fulgent, GeneDx, Invitae, BluePrint"
HGNC:30829	TUBB2B	ENSG00000137285	347733	AD	MCD	612850	"AusPanelApp, Fulgent, BluePrint"
HGNC:20772	TUBB3	ENSG00000198211	10381	AD	MCD	602661	AusPanelApp
HGNC:23230	UBA5	ENSG00000081307	79876	AR	DEE	610552	"AusPanelApp, Invitae, BluePrint"
HGNC:12472	UBE2A	ENSG00000077721	7319	XL	DEE	312180	"AusPanelApp, Fulgent, BluePrint"
HGNC:12496	UBE3A	ENSG00000114062	7337	AD	DEE	601623	"AusPanelApp, Fulgent, GeneDx, Invitae, BluePrint"
HGNC:12525	UGDH	ENSG00000109814	7358	AR	DEE	603370	AusPanelApp
HGNC:15663	UGGT1	ENSG00000136731	56886	AD	MCD	605897	NA
HGNC:12527	UGP2	ENSG00000169764	7360	AR	DEE	191760	AusPanelApp
HGNC:26582	UNC80	ENSG00000144406	285175	AR	DEE	612636	"AusPanelApp, Fulgent, Invitae, BluePrint"
HGNC:1908	VPS13A	ENSG00000197969	23230	AR	Focal	605978	"AusPanelApp, Fulgent, BluePrint"
HGNC:28912	WDR45	ENSG00000196998	11152	XL	DEE	300526	"AusPanelApp, ClinGen, Fulgent, GeneDx, Invitae, BluePrint"
HGNC:24502	WDR62	ENSG00000075702	284403	AR	MCD	613583	AusPanelApp
HGNC:12799	WWOX	ENSG00000186153	51741	AR	"DEE, MCD"	605131	"AusPanelApp, Fulgent, GeneDx, Invitae, BluePrint"
HGNC:25489	YEATS2	ENSG00000163872	55689	AD	PME	613373	NA
HGNC:12852	YWHAG	ENSG00000170027	7532	AD	DEE	605356	"AusPanelApp, Invitae, BluePrint"
HGNC:18475	ZDHHC9	ENSG00000188706	51114	XL	DEE	300646	"AusPanelApp, Invitae, BluePrint"
HGNC:14881	ZEB2	ENSG00000169554	9839	AD	DEE	605802	"AusPanelApp, Fulgent, Invitae, BluePrint"
HGNC:21022	AARS2	ENSG00000124608	57505	AR	DEE	612035	NA
HGNC:23	ABAT	ENSG00000183044	18	AR	DEE	137150	"AusPanelApp, ClinGen, Fulgent, Invitae, BluePrint"
HGNC:13921	ABHD16A	ENSG00000204427	7920	AR	DEE	142620	NA
HGNC:119	ACOX1	ENSG00000161533	51	AR	DEE	609751	AusPanelApp
HGNC:132	ACTB	ENSG00000075624	60	AD	MCD	102630	NA
HGNC:144	ACTG1	ENSG00000184009	71	AD	MCD	102560	AusPanelApp
HGNC:177	ACY1	ENSG00000243989	95	AR	DEE	104620	"Fulgent, BluePrint"
HGNC:225	ADAR	ENSG00000160710	103	AR	"DEE, MCD"	146920	"AusPanelApp, Fulgent, Invitae, BluePrint"
HGNC:25151	ADAT3	ENSG00000213638	113179	AR	DEE	615302	NA
HGNC:236	ADCY5	ENSG00000173175	111	AD	DEE	600293	NA
HGNC:20973	ADGRL1	ENSG00000072071	22859	AD	DEE	616416	NA
HGNC:15766	ADNP	ENSG00000101126	23394	AD	DEE	611386	BluePrint
HGNC:21304	ADPRHL2	ENSG00000116863	54936	AR	DEE	610624	"AusPanelApp, BluePrint"
HGNC:21304	ADPRS	ENSG00000116863	54936	AR	DEE	610624	NA
HGNC:291	ADSL	ENSG00000239900	158	AR	DEE	608222	"AusPanelApp, Fulgent, GeneDx, Invitae, BluePrint"
HGNC:7137	AFDN	ENSG00000130396	4301	AD	MCD	159559	NA
HGNC:6473	AFF3	ENSG00000144218	3899	AD	DEE	601464	AusPanelApp
HGNC:318	AGA	ENSG00000038002	175	AR	DEE	613228	"Fulgent, BluePrint"
HGNC:33784	AGMO	ENSG00000187546	392636	AR	DEE	613738	AusPanelApp
HGNC:3262	AGO1	ENSG00000092847	26523	AD	DEE	606228	AusPanelApp
HGNC:403	ALDH3A2	ENSG00000072210	224	AR	DEE	609523	BluePrint
HGNC:408	ALDH5A1	ENSG00000112294	7915	AR	DEE	610045	"AusPanelApp, Fulgent, GeneDx, Invitae, BluePrint"
HGNC:877	ALDH7A1	ENSG00000164904	501	AR	DEE	107323	"AusPanelApp, Fulgent, GeneDx, Invitae, BluePrint"
HGNC:18294	ALG1	ENSG00000033011	56052	AR	DEE	605907	"AusPanelApp, Fulgent, Invitae"
HGNC:32456	ALG11	ENSG00000253710	440138	AR	DEE	613666	AusPanelApp
HGNC:19358	ALG12	ENSG00000182858	79087	AR	DEE	607144	"Fulgent, Invitae"
HGNC:28287	ALG14	ENSG00000172339	199857	AR	DEE	612866	AusPanelApp
HGNC:23159	ALG2	ENSG00000119523	85365	AR	DEE	607905	Fulgent
HGNC:23056	ALG3	ENSG00000214160	10195	AR	DEE	608750	"AusPanelApp, Fulgent"
HGNC:23157	ALG6	ENSG00000088035	29929	AR	DEE	604566	"AusPanelApp, Fulgent, Invitae, BluePrint"
HGNC:23161	ALG8	ENSG00000159063	79053	AR	DEE	608103	"AusPanelApp, Fulgent"
HGNC:15672	ALG9	ENSG00000086848	79796	AR	DEE	606941	"AusPanelApp, Fulgent"
HGNC:25189	ALKBH8	ENSG00000137760	91801	AR	DEE	613306	"AusPanelApp, BluePrint"
HGNC:438	ALPL	ENSG00000162551	249	AR	DEE	171760	AusPanelApp
HGNC:451	AMACR	ENSG00000242110	23600	AR	DEE	604489	"Fulgent, Invitae, BluePrint"
HGNC:469	AMPD2	ENSG00000116337	271	AR	DEE	102771	AusPanelApp
HGNC:473	AMT	ENSG00000145020	275	AR	DEE	238310	"AusPanelApp, Fulgent, Invitae, BluePrint"
HGNC:23575	ANKRD17	ENSG00000132466	26057	AD	DEE	615929	AusPanelApp
HGNC:555	AP1G1	ENSG00000166747	164	AD/AR	DEE	603533	AusPanelApp
HGNC:567	AP3B2	ENSG00000103723	8120	AR	DEE	602166	"AusPanelApp, Invitae, BluePrint"
HGNC:568	AP3D1	ENSG00000065000	8943	AR	DEE	607246	NA
HGNC:572	AP4B1	ENSG00000134262	10717	AR	MCD	607245	"AusPanelApp, BluePrint"
HGNC:24036	APC2	ENSG00000115266	10297	AR	"DEE, MCD"	612034	AusPanelApp
HGNC:652	ARF1	ENSG00000143761	375	AD	MCD	103180	AusPanelApp
HGNC:15772	ARFGEF1	ENSG00000066777	10565	AD	DEE	604141	AusPanelApp
HGNC:663	ARG1	ENSG00000118520	383	AR	DEE	608313	"AusPanelApp, Fulgent, GeneDx, Invitae, BluePrint"
HGNC:11110	ARID1A	ENSG00000117713	8289	AD	DEE	603024	NA
HGNC:713	ARSA	ENSG00000100299	410	AR	DEE	607574	"Fulgent, Invitae, BluePrint"
HGNC:19088	ASH1L	ENSG00000116539	55870	AD	DEE	607999	NA
HGNC:753	ASNS	ENSG00000070669	440	AR	"DEE, MCD"	108370	"AusPanelApp, Fulgent, GeneDx, Invitae, BluePrint"
HGNC:756	ASPA	ENSG00000108381	443	AR	DEE	608034	"AusPanelApp, Fulgent, BluePrint"
HGNC:19048	ASPM	ENSG00000066279	259266	AR	MCD	605481	Fulgent
HGNC:773	ASTN1	ENSG00000152092	460	AR	"DEE, MCD"	600904	AusPanelApp
HGNC:29357	ASXL3	ENSG00000141431	80816	AD	DEE	615115	BluePrint
HGNC:25903	ATAD1	ENSG00000138138	84896	AR	DEE	614452	"AusPanelApp, Invitae, BluePrint"
HGNC:799	ATP1A1	ENSG00000163399	476	AD	DEE	182310	"AusPanelApp, Invitae, BluePrint"
HGNC:814	ATP2B1	ENSG00000070961	490	AD	DEE	108731	AusPanelApp
HGNC:823	ATP5F1A	ENSG00000152234	498	AD/AR	DEE	164360	NA
HGNC:838	ATP5F1E	ENSG00000124172	514	AR	DEE	606153	NA
HGNC:843	ATP5MC3	ENSG00000154518	518	AD	DEE	602736	NA
HGNC:850	ATP5PO	ENSG00000241837	539	AR	DEE	600828	NA
HGNC:18481	ATP6V0A2	ENSG00000185344	23545	AR	DEE	611716	"AusPanelApp, Fulgent"
HGNC:855	ATP6V0C	ENSG00000185883	527	AD	DEE	108745	NA
HGNC:869	ATP7A	ENSG00000165240	538	XL	DEE	300011	"AusPanelApp, Invitae"
HGNC:886	ATRX	ENSG00000085224	546	XL	DEE	300032	"AusPanelApp, Fulgent, GeneDx, Invitae, BluePrint"
HGNC:14262	AUTS2	ENSG00000158321	26053	AD	DEE	607270	NA
HGNC:28596	B3GALNT2	ENSG00000162885	148789	AR	DEE	610194	NA
HGNC:15685	B4GAT1	ENSG00000174684	11041	AR	MCD	605517	NA
HGNC:950	BAP1	ENSG00000163930	8314	AD	DEE	603089	AusPanelApp
HGNC:14347	BCAS3	ENSG00000141376	54828	AR	DEE	607470	AusPanelApp
HGNC:986	BCKDHA	ENSG00000248098	593	AR	DEE	608348	AusPanelApp
HGNC:987	BCKDHB	ENSG00000083123	594	AR	DEE	248611	AusPanelApp
HGNC:16902	BCKDK	ENSG00000103507	10295	AR	DEE	614901	"Fulgent, BluePrint"
HGNC:1020	BCS1L	ENSG00000074582	617	AR	DEE	603647	"AusPanelApp, Fulgent"
HGNC:17208	BICD2	ENSG00000185963	23299	AD	"DEE, MCD"	609797	NA
HGNC:24415	BOLA3	ENSG00000163170	388962	AR	DEE	613183	"AusPanelApp, Fulgent"
HGNC:3581	BPTF	ENSG00000171634	2186	AD	DEE	601819	AusPanelApp
HGNC:1097	BRAF	ENSG00000157764	673	AD	"DEE, MCD"	164757	"AusPanelApp, Fulgent"
HGNC:15832	BSCL2	ENSG00000168000	26580	AR	DEE	606158	AusPanelApp
HGNC:1122	BTD	ENSG00000169814	686	AR	DEE	609019	"AusPanelApp, Fulgent, BluePrint"
HGNC:29521	C12orf57	ENSG00000111678	113246	AR	"DEE, MCD"	615140	NA
HGNC:25443	C19orf12	ENSG00000131943	83636	AR	DEE	614297	NA
HGNC:26799	C2orf69	ENSG00000178074	205327	AR	DEE	NA	AusPanelApp
HGNC:1389	CACNA1B	ENSG00000148408	774	AR	"DEE, PME"	601012	"AusPanelApp, Invitae, BluePrint"
HGNC:1390	CACNA1C	ENSG00000151067	775	AD	DEE	114205	AusPanelApp
HGNC:1391	CACNA1D	ENSG00000157388	776	AD	DEE	114206	"AusPanelApp, BluePrint"
HGNC:1396	CACNA1I	ENSG00000100346	8911	AD	DEE	608230	AusPanelApp
HGNC:1424	CAD	ENSG00000084774	790	AR	DEE	114010	"AusPanelApp, Invitae, BluePrint"
HGNC:1460	CAMK2A	ENSG00000070808	815	AD/AR	DEE	114078	AusPanelApp
HGNC:1461	CAMK2B	ENSG00000058404	816	AD	DEE	607707	"AusPanelApp, Invitae, BluePrint"
HGNC:18806	CAMTA1	ENSG00000171735	23261	AD	PME	611501	NA
HGNC:25695	CARS2	ENSG00000134905	79587	AR	DEE	612800	"AusPanelApp, Invitae, BluePrint"
HGNC:1497	CASK	ENSG00000147044	8573	XL	DEE	300172	"AusPanelApp, Fulgent, GeneDx, Invitae, BluePrint"
HGNC:29253	CC2D2A	ENSG00000048342	57545	AR	"DEE, MCD"	612013	"AusPanelApp, Fulgent"
HGNC:24349	CCDC186	ENSG00000165813	55088	AR	DEE	619249	NA
HGNC:28909	CCDC22	ENSG00000101997	28952	XL	DEE	300859	NA
HGNC:25523	CCDC88A	ENSG00000115355	55704	AR	DEE	609736	"AusPanelApp, Invitae"
HGNC:19967	CCDC88C	ENSG00000015133	440193	AR	DEE	611204	Fulgent
HGNC:1583	CCND2	ENSG00000118971	894	AD	MCD	123833	NA
HGNC:1738	CDC42BPB	ENSG00000198752	9578	AD	DEE	614062	NA
HGNC:1733	CDK13	ENSG00000065883	8621	AD	DEE	603309	NA
HGNC:1774	CDK5	ENSG00000164885	1020	AR	MCD	123831	NA
HGNC:1857	CENPF	ENSG00000117724	1063	AR	MCD	600236	NA
HGNC:1915	CHD1	ENSG00000153922	1105	AD	DEE	602118	NA
HGNC:1918	CHD3	ENSG00000170004	1107	AD	DEE	602120	AusPanelApp
HGNC:1937	CHKA	ENSG00000110721	1119	AR	DEE	118491	AusPanelApp
HGNC:14214	CIC	ENSG00000079432	23152	AD	DEE	612082	AusPanelApp
HGNC:2021	CLCN3	ENSG00000109572	1182	AD/AR	DEE	600580	AusPanelApp
HGNC:30664	CLPB	ENSG00000162129	81570	AR	DEE	616254	AusPanelApp
HGNC:2092	CLTC	ENSG00000141367	1213	AD	DEE	118955	"AusPanelApp, Invitae, BluePrint"
HGNC:18620	COG4	ENSG00000103051	25839	AD/AR	DEE	606976	NA
HGNC:18621	COG6	ENSG00000133103	57511	AR	DEE	606977	NA
HGNC:18622	COG7	ENSG00000168434	91949	AR	DEE	606978	"AusPanelApp, Fulgent"
HGNC:18623	COG8	ENSG00000213380	84342	AR	DEE	606979	Fulgent
HGNC:2195	COL18A1	ENSG00000182871	80781	AR	"DEE, MCD"	120328	"AusPanelApp, Fulgent, Invitae"
HGNC:2201	COL3A1	ENSG00000168542	1281	AR	MCD	120180	NA
HGNC:25223	COQ2	ENSG00000173085	27235	AR	DEE	609825	"AusPanelApp, Fulgent, BluePrint"
HGNC:19693	COQ4	ENSG00000167113	51117	AR	DEE	612898	"AusPanelApp, BluePrint"
HGNC:20233	COQ6	ENSG00000119723	51004	AR	DEE	614647	NA
HGNC:16812	COQ8A	ENSG00000163050	56997	AR	DEE	606980	Fulgent
HGNC:25302	COQ9	ENSG00000088682	57017	AR	DEE	612837	"AusPanelApp, Fulgent"
HGNC:2260	COX10	ENSG00000006695	1352	AR	DEE	602125	Fulgent
HGNC:2263	COX15	ENSG00000014919	1355	AR	DEE	603646	"Fulgent, BluePrint"
HGNC:2295	CP	ENSG00000047457	1356	AR	DEE	117700	NA
HGNC:2326	CPSF3	ENSG00000119203	51692	AR	DEE	606029	AusPanelApp
HGNC:2330	CPT2	ENSG00000157184	1376	AR	"DEE, MCD"	600650	"Fulgent, BluePrint"
HGNC:2348	CREBBP	ENSG00000005339	1387	AD	DEE	600140	AusPanelApp
HGNC:37276	CRPPA	ENSG00000214960	729920	AR	"DEE, MCD"	614631	NA
HGNC:2433	CSF1R	ENSG00000182578	1436	AR	DEE	164770	BluePrint
HGNC:2457	CSNK2A1	ENSG00000101266	1457	AD	DEE	115440	NA
HGNC:2460	CSNK2B	ENSG00000204435	1460	AD	DEE	115441	"AusPanelApp, BluePrint"
HGNC:2481	CSTA	ENSG00000121552	1475	AR	MCD	184600	NA
HGNC:2510	CTNNA2	ENSG00000066032	1496	AR	"DEE, MCD"	114025	AusPanelApp
HGNC:28005	CTU2	ENSG00000174177	348180	AR	DEE	617057	NA
HGNC:2555	CUL4B	ENSG00000158290	8450	XL	DEE	300304	"AusPanelApp, Fulgent, GeneDx, BluePrint"
HGNC:26239	CXorf56	ENSG00000018610	63932	XL	DEE	NA	AusPanelApp
HGNC:2605	CYP27A1	ENSG00000135929	1593	AR	DEE	606530	"Invitae, BluePrint"
HGNC:28358	D2HGDH	ENSG00000180902	728294	AR	DEE	609186	"AusPanelApp, BluePrint"
HGNC:2666	DAG1	ENSG00000173402	1605	AR	MCD	128239	NA
HGNC:2698	DBT	ENSG00000137992	1629	AR	DEE	248610	AusPanelApp
HGNC:13681	DCHS1	ENSG00000166341	8642	AR	MCD	603057	NA
HGNC:2719	DDC	ENSG00000132437	1644	AR	DEE	107930	"Invitae, BluePrint"
HGNC:2745	DDX3X	ENSG00000215301	1654	XL	"DEE, MCD"	300160	"AusPanelApp, GeneDx, Invitae, BluePrint"
HGNC:14677	DEAF1	ENSG00000177030	10522	AR	DEE	602635	"AusPanelApp, Invitae, BluePrint"
HGNC:13709	DEGS1	ENSG00000143753	8560	AR	DEE	615843	"AusPanelApp, BluePrint"
HGNC:19344	DENND5A	ENSG00000184014	23258	AR	DEE	617278	"AusPanelApp, Invitae, BluePrint"
HGNC:2859	DHCR24	ENSG00000116133	1718	AR	DEE	606418	AusPanelApp
HGNC:2861	DHFR	ENSG00000228716	1719	AR	DEE	126060	"Fulgent, Invitae, BluePrint"
HGNC:2869	DHPS	ENSG00000095059	1725	AR	DEE	600944	"AusPanelApp, BluePrint"
HGNC:2739	DHX16	ENSG00000204560	8449	AD	DEE	603405	NA
HGNC:16716	DHX30	ENSG00000132153	22907	AD	DEE	616423	AusPanelApp
HGNC:2876	DIAPH1	ENSG00000131504	1729	AR	DEE	602121	"AusPanelApp, Invitae, BluePrint"
HGNC:2903	DLG4	ENSG00000132535	1742	AD	DEE	602887	AusPanelApp
HGNC:2908	DLL1	ENSG00000198719	28514	AD	"DEE, MCD"	606582	AusPanelApp
HGNC:13908	DMRTA2	ENSG00000142700	63950	AR	MCD	614804	NA
HGNC:2945	DNAH14	ENSG00000185842	127602	AR	DEE	603341	AusPanelApp
HGNC:15469	DNAJC6	ENSG00000116675	9829	AR	DEE	608375	NA
HGNC:28662	DOHH	ENSG00000129932	83475	AR	DEE	611262	NA
HGNC:23406	DOLK	ENSG00000175283	22845	AR	DEE	610746	"AusPanelApp, Fulgent, BluePrint"
HGNC:2995	DPAGT1	ENSG00000172269	1798	AR	DEE	191350	"AusPanelApp, Fulgent, BluePrint"
HGNC:3005	DPM1	ENSG00000000419	8813	AR	DEE	603503	"AusPanelApp, Fulgent, BluePrint"
HGNC:3006	DPM2	ENSG00000136908	8818	AR	DEE	603564	"Fulgent, BluePrint"
HGNC:3012	DPYD	ENSG00000188641	1806	AR	DEE	612779	"AusPanelApp, Fulgent, BluePrint"
HGNC:17904	DROSHA	ENSG00000113360	29102	AD	DEE	608828	NA
HGNC:2962	DYNC2H1	ENSG00000187240	79659	AD	MCD	603297	NA
HGNC:29419	EARS2	ENSG00000103356	124454	AR	DEE	612799	"AusPanelApp, BluePrint"
HGNC:3151	ECHS1	ENSG00000127884	1892	AR	DEE	602292	"Invitae, BluePrint"
HGNC:3153	ECM1	ENSG00000143369	1893	AR	DEE	602201	BluePrint
HGNC:3188	EED	ENSG00000074266	8726	AD	DEE	605984	NA
HGNC:3208	EEF1B2	ENSG00000114942	1933	AR	DEE	600655	AusPanelApp
HGNC:30858	EFTUD2	ENSG00000108883	9343	AD	DEE	603892	AusPanelApp
HGNC:24650	EHMT1	ENSG00000181090	79813	AD	DEE	607001	"AusPanelApp, GeneDx, Invitae"
HGNC:9437	EIF2AK2	ENSG00000055332	5610	AD	"DEE, MCD"	176871	NA
HGNC:3257	EIF2B1	ENSG00000111361	1967	AR	DEE	606686	"AusPanelApp, Fulgent, BluePrint"
HGNC:3258	EIF2B2	ENSG00000119718	8892	AR	DEE	606454	"AusPanelApp, Fulgent, BluePrint"
HGNC:3259	EIF2B3	ENSG00000070785	8891	AR	DEE	606273	"AusPanelApp, Fulgent, BluePrint"
HGNC:3260	EIF2B4	ENSG00000115211	8890	AR	DEE	606687	"AusPanelApp, Fulgent, BluePrint"
HGNC:3261	EIF2B5	ENSG00000145191	8893	AR	DEE	603945	"AusPanelApp, Fulgent, BluePrint"
HGNC:3267	EIF2S3	ENSG00000130741	1968	XL	DEE	300161	AusPanelApp
HGNC:3275	EIF3F	ENSG00000175390	8665	AR	DEE	603914	"AusPanelApp, BluePrint"
HGNC:14415	ELOVL4	ENSG00000118402	6785	AR	DEE	605512	AusPanelApp
HGNC:28957	EMC1	ENSG00000127463	23065	AR	DEE	616846	Invitae
HGNC:27609	EMC10	ENSG00000161671	284361	AR	DEE	614545	AusPanelApp
HGNC:3372	EOMES	ENSG00000163508	8320	AR	MCD	604615	NA
HGNC:29331	EPG5	ENSG00000152223	57724	AR	DEE	615068	AusPanelApp
HGNC:21056	ERMARD	ENSG00000130023	55780	AD	MCD	615532	NA
HGNC:23287	ETHE1	ENSG00000105755	23474	AR	DEE	608451	"AusPanelApp, BluePrint"
HGNC:23214	EXOC7	ENSG00000182473	23265	AR	DEE	608163	AusPanelApp
HGNC:17944	EXOSC3	ENSG00000107371	51010	AR	DEE	606489	AusPanelApp
HGNC:3513	EXT2	ENSG00000151348	2132	AR	DEE	608210	AusPanelApp
HGNC:21197	FA2H	ENSG00000103089	79152	AR	DEE	611026	BluePrint
HGNC:26222	FAR1	ENSG00000197601	84188	AR	DEE	616107	"Invitae, BluePrint"
HGNC:21062	FARS2	ENSG00000145982	10667	AR	DEE	611592	"AusPanelApp, Fulgent, Invitae, BluePrint"
HGNC:29160	FASTKD2	ENSG00000118246	22868	AR	DEE	612322	AusPanelApp
HGNC:13601	FBXL4	ENSG00000112234	26235	AR	DEE	605654	AusPanelApp
HGNC:13590	FBXO11	ENSG00000138081	80204	AD	DEE	607871	"AusPanelApp, Invitae"
HGNC:29500	FCSK	ENSG00000157353	197258	AR	DEE	608675	NA
HGNC:3629	FDFT1	ENSG00000079459	2222	AR	DEE	184420	"AusPanelApp, BluePrint"
HGNC:3690	FGFR3	ENSG00000068078	2261	AD/AR	"DEE, MCD"	134934	"AusPanelApp, Fulgent"
HGNC:16873	FIG4	ENSG00000112367	9896	AR	"DEE, MCD"	609390	NA
HGNC:17997	FKRP	ENSG00000181027	79147	AR	DEE	606596	Fulgent
HGNC:3622	FKTN	ENSG00000106692	2218	AR	DEE	607440	"AusPanelApp, Fulgent, BluePrint"
HGNC:3823	FOXP1	ENSG00000114861	27086	AD	DEE	605515	Invitae
HGNC:26927	FOXRED1	ENSG00000110074	55572	AR	DEE	613622	"AusPanelApp, BluePrint"
HGNC:1162	FRA10AC1	ENSG00000148690	118924	AR	DEE	608866	NA
HGNC:4006	FUCA1	ENSG00000179163	2517	AR	DEE	612280	"AusPanelApp, Fulgent"
HGNC:4019	FUT8	ENSG00000033170	2530	AR	DEE	602589	"AusPanelApp, BluePrint"
HGNC:4115	GALC	ENSG00000054983	2581	AR	DEE	606890	"AusPanelApp, Fulgent, BluePrint"
HGNC:4124	GALNT2	ENSG00000143641	2590	AR	DEE	602274	AusPanelApp
HGNC:4136	GAMT	ENSG00000130005	2593	AR	DEE	601240	"AusPanelApp, Fulgent, GeneDx, Invitae, BluePrint"
HGNC:30778	GATAD2B	ENSG00000143614	57459	AD	DEE	614998	Invitae
HGNC:4175	GATM	ENSG00000171766	2628	AR	DEE	602360	"Fulgent, GeneDx, Invitae"
HGNC:4189	GCDH	ENSG00000105607	2639	AR	DEE	608801	"Fulgent, BluePrint"
HGNC:4193	GCH1	ENSG00000131979	2643	AD/AR	DEE	600225	"AusPanelApp, Invitae, BluePrint"
HGNC:4208	GCSH	ENSG00000140905	2653	AR	DEE	238330	"Fulgent, BluePrint"
HGNC:4235	GFAP	ENSG00000131095	2670	AD	DEE	137780	"AusPanelApp, Fulgent, BluePrint"
HGNC:13780	GFM1	ENSG00000168827	85476	AR	DEE	606639	"AusPanelApp, BluePrint"
HGNC:4298	GLB1	ENSG00000170266	2720	AR	DEE	611458	"AusPanelApp, Fulgent, BluePrint"
HGNC:4313	GLDC	ENSG00000178445	2731	AR	DEE	238300	"AusPanelApp, Fulgent, GeneDx, Invitae, BluePrint"
HGNC:4331	GLS	ENSG00000115419	2744	AR	DEE	138280	BluePrint
HGNC:4335	GLUD1	ENSG00000148672	2746	AD	DEE	138130	"AusPanelApp, Fulgent, BluePrint"
HGNC:4341	GLUL	ENSG00000135821	2752	AR	DEE	138290	AusPanelApp
HGNC:24247	GLYCTK	ENSG00000168237	132158	AR	DEE	610516	AusPanelApp
HGNC:4367	GM2A	ENSG00000196743	2760	AR	DEE	613109	AusPanelApp
HGNC:22923	GMPPA	ENSG00000144591	29926	AR	DEE	615495	NA
HGNC:22932	GMPPB	ENSG00000173540	29925	AR	DEE	615320	NA
HGNC:4401	GNB5	ENSG00000069966	10681	AR	DEE	604447	AusPanelApp
HGNC:4433	GOT2	ENSG00000125166	2806	AR	DEE	138150	AusPanelApp
HGNC:4446	GPAA1	ENSG00000197858	8733	AR	DEE	603048	"AusPanelApp, Invitae, BluePrint"
HGNC:15465	GPHN	ENSG00000171723	10243	AR	DEE	603930	"AusPanelApp, Fulgent, Invitae, BluePrint"
HGNC:18062	GPT2	ENSG00000166123	84706	AR	DEE	138210	NA
HGNC:4571	GRIA1	ENSG00000155511	2890	AD/AR	DEE	138248	NA
HGNC:4580	GRIK2	ENSG00000164418	2898	AD/AR	DEE	138244	"AusPanelApp, BluePrint"
HGNC:4599	GRM7	ENSG00000196277	2917	AR	DEE	604101	AusPanelApp
HGNC:4624	GSS	ENSG00000100983	2937	AR	DEE	601002	AusPanelApp
HGNC:4670	GTPBP2	ENSG00000172432	54676	AR	DEE	607434	AusPanelApp
HGNC:14880	GTPBP3	ENSG00000130299	84705	AR	DEE	608536	"AusPanelApp, Invitae, BluePrint"
HGNC:4764	H3-3A	ENSG00000163041	3020	AD	DEE	601128	NA
HGNC:4765	H3-3B	ENSG00000132475	3021	AD	DEE	601058	NA
HGNC:4764	H3F3A	ENSG00000163041	3020	AD	DEE	601128	AusPanelApp
HGNC:4765	H3F3B	ENSG00000132475	3021	AD	DEE	601058	AusPanelApp
HGNC:21033	HACE1	ENSG00000085382	57531	AR	DEE	610876	"AusPanelApp, BluePrint"
HGNC:16915	HAX1	ENSG00000143575	10456	AR	"DEE, MCD"	605998	AusPanelApp
HGNC:4837	HCCS	ENSG00000004961	3052	XL	DEE	300056	NA
HGNC:4839	HCFC1	ENSG00000172534	3054	XL	DEE	300019	AusPanelApp
HGNC:13315	HDAC8	ENSG00000147099	55869	XL	DEE	300269	Invitae
HGNC:26361	HEPACAM	ENSG00000165478	220296	AR	DEE	611642	"AusPanelApp, BluePrint"
HGNC:4868	HERC2	ENSG00000128731	8924	AR	DEE	605837	AusPanelApp
HGNC:4878	HEXA	ENSG00000213614	3073	AR	DEE	606869	"AusPanelApp, Fulgent, Invitae"
HGNC:4879	HEXB	ENSG00000049860	3074	AR	DEE	606873	"AusPanelApp, Fulgent"
HGNC:15736	HID1	ENSG00000167861	283987	AR	DEE	605752	AusPanelApp
HGNC:4921	HIVEP2	ENSG00000010818	3097	AD	DEE	143054	NA
HGNC:4976	HLCS	ENSG00000159267	3141	AR	DEE	609018	AusPanelApp
HGNC:5005	HMGCL	ENSG00000117305	3155	AR	DEE	613898	AusPanelApp
HGNC:5042	HNRNPH2	ENSG00000126945	3188	XL	DEE	300610	AusPanelApp
HGNC:5044	HNRNPK	ENSG00000165119	3190	AD	"DEE, MCD"	600712	NA
HGNC:5047	HNRNPR	ENSG00000125944	10236	AD	DEE	607201	AusPanelApp
HGNC:5099	HOXA1	ENSG00000105991	3198	AR	DEE	142955	NA
HGNC:28242	HPDL	ENSG00000186603	84842	AR	DEE	NA	AusPanelApp
HGNC:5157	HPRT1	ENSG00000165704	3251	XL	DEE	308000	NA
HGNC:5173	HRAS	ENSG00000174775	3265	AD	DEE	190020	"AusPanelApp, Fulgent"
